Sentence,Artistic Process,Best Selling Books,Blueprints Toolkit,Business Models,Discovery Invention,Expert Advice Recommentations,Governance Structure,Health Regimes,Industry Standards,Lifestyle,Operations Manual,Philosopy Values,Production Method,Regulations,Solutions Playbooks,Strategies,Category_Tag,Filename
"A grid based on renewable energy makes it easier to pursue an economic development 
path that is not carbon intensive.",1.091285,1.577396,3.528653,12.474451,2.603445,8.920844,1.853726,5.354646,4.665492,21.426004,0.800749,5.138889,10.25471,1.68053,1.865882,16.763297,Lifestyle,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Insofar as Ethiopia is seeking to attract heavy industry, 
1.",2.269964,5.019207,1.827911,10.797329,6.337185,6.288806,2.140048,2.500997,12.451647,3.612724,0.742266,3.739812,16.844243,5.054516,1.17222,19.201125,Strategies,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"International Energy Agency (IEA), CO2 Emissions from Fuel Combustion 2019  (Paris: 2019), https://www.iea.",0.859837,1.989593,1.198707,2.405217,8.156866,4.217694,0.571985,1.404267,6.640591,1.465142,1.54605,0.897474,2.319194,63.732569,0.806567,1.788246,Regulations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
org/reports/co2-emissions-from-fuel-combustion-overview .,1.36397,3.802295,2.77148,3.628755,9.750953,4.651932,0.793764,2.692745,7.534602,2.530871,3.082453,0.917357,6.84938,46.313229,1.294671,2.021542,Regulations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"The IEA shows country-level data for 143 countries 
(other countries are grouped in regional aggregates).",0.697249,1.415197,4.167228,4.660648,1.995349,3.637491,2.046388,2.683436,54.402035,0.509339,0.613576,0.566316,0.877462,19.723711,0.717923,1.286652,Industry Standards,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Nikos Tsafos & Lachlan Carey  |  2it is trying to locate it in several industrial eco-parks, which both offer attractive economic 
opportunities and operate under tight regulations with access to (electric-powered) rail to 
export goods through Djibouti.",2.053936,6.862502,7.852986,6.353042,6.959608,6.237465,2.188196,3.734077,11.193834,10.922987,1.607941,2.3486,7.720869,9.003817,3.644616,11.315523,Strategies,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"But the country is also keen to build and nurture industries 
that can boost living standards without a sharp rise in emissions—industries that range 
from tourism to horticulture.",1.190748,1.125434,1.590132,7.338926,3.876065,9.726583,2.027494,4.55941,4.497848,32.143146,0.650292,5.552042,13.690076,3.588468,0.861609,7.581727,Lifestyle,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"The challenge will be leapfrogging to the latest technologies 
while maintaining its comparative advantage as a stable, secure location with plentiful 
low-cost labor, but Ethiopia is committed to make it work.",2.421689,2.493794,4.465419,3.49854,5.900012,13.492959,1.096444,1.958255,9.089199,3.480854,2.02571,4.38726,21.191698,4.038387,2.944508,17.515272,Production Method,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
Urbanization is another feature of Ethiopia’s rapid development.,3.089128,6.074457,2.32205,6.086773,20.88038,4.991114,5.037532,4.424241,7.723705,7.964667,0.713583,6.602081,9.037974,3.771495,1.06964,10.211179,Discovery Invention,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"The population of Addis 
Ababa, the capital, doubled over the past 20 years and is expected to almost double again 
in the next 15 years, reaching almost 9 million by 2035.",2.630511,7.020666,1.242383,7.809263,22.421476,10.697873,2.085102,6.288178,9.027718,4.538241,0.885476,7.09968,4.474115,7.581139,1.516312,4.681867,Discovery Invention,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"It is still the only city in the 
country with a population over 1 million people—other big cities only have a few hundred 
thousand people.",1.186427,7.183608,1.712071,11.802019,9.887839,10.168222,4.40105,7.6578,5.660544,13.665124,0.779295,11.402045,1.608355,8.853998,0.983249,3.048354,Lifestyle,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"But they too are growing fast: by 2035, there will be several cities with 
a population between 700,000 and 1 million.",1.378971,4.256697,1.874376,10.387347,11.794633,22.218313,3.080976,4.32205,5.959051,9.799384,0.5992,7.152763,2.431322,6.46756,1.220066,7.057291,Expert Advice Recommentations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Providing these swelling urban populations 
with sufficient energy and transportation services will be a major challenge.",2.142309,5.892181,2.934149,3.87351,4.634074,24.538271,2.393107,4.533745,3.486551,13.218514,0.873322,8.760314,3.292494,3.449144,3.053507,12.924808,Expert Advice Recommentations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
An expanded road network in one of the country’s responses.,0.797761,4.235632,7.52501,6.918192,8.421577,20.629699,3.115328,3.058734,7.042985,3.162148,0.791668,4.851613,1.607,14.90891,2.95915,9.974595,Expert Advice Recommentations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"But Ethiopia as a whole, 
and Addis Ababa in particular, wants to avoid an undue dependence on the automobile.",1.602048,6.718398,1.470374,3.939363,5.607975,9.24618,1.730013,11.145216,14.556545,9.795034,1.458073,6.440462,8.412849,11.593543,1.553999,4.729929,Industry Standards,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"A 
light-rail transit system opened in Addis Ababa in 2015, built in partnership with Chinese 
investors.",3.694441,4.015851,2.76971,13.740721,15.845155,4.346225,1.803365,2.397244,20.11538,2.034797,1.379899,3.726099,4.398914,10.741825,1.52471,7.465662,Industry Standards,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"A bus rapid transit system finally started construction in 2020, supported by 
the French Development Agency.",3.562653,2.947359,6.752134,8.064628,12.298359,7.390949,2.380754,2.36221,13.494115,1.821239,4.394899,2.183381,11.245858,8.259595,4.612731,8.229137,Industry Standards,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"The city has an ambitious plan to build footpaths and 
bike lanes to encourage non-motorized travel and ensure that motorized travel takes 
place primarily on public transit.",2.342669,4.416766,5.872176,7.477294,4.054362,17.520213,2.508735,5.179198,4.293522,22.397555,1.081756,3.180735,2.825953,3.531654,2.56484,10.752572,Lifestyle,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Few cities, especially in emerging economies, so clearly 
embrace the best practices that urban planners around the world are recommending.",0.837759,1.415811,2.365492,5.729785,1.90413,31.155349,3.801797,1.628795,4.327569,12.624067,0.613863,4.610018,2.328187,2.357064,3.389354,20.910959,Expert Advice Recommentations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
It is hard not to look at Ethiopia and see a bold experiment underway.,2.801159,22.908655,3.0292,3.747383,10.258603,9.002212,0.722504,4.681981,5.753668,4.10474,1.399537,4.644256,14.867095,4.987916,3.704418,3.386674,Best Selling Books,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"There are 
challenges, of course.",2.385821,7.369183,2.990219,2.295846,4.859386,24.850935,1.892316,2.033252,3.414789,3.089991,1.585777,9.949442,2.646752,4.174356,20.083978,6.377958,Expert Advice Recommentations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"In a top-heavy system, changes in leadership can lead to shifts in 
direction.",0.775257,3.678083,2.356308,5.903558,3.401397,9.782364,34.722157,1.963017,1.691373,1.724194,0.477818,4.397016,2.228529,2.937304,5.945461,18.016164,Governance Structure,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"The country’s flagship project, the Grand Ethiopian Renaissance Dam (GERD), 
has already caused a diplomatic row with its neighbors and might escalate into a broader 
crisis.",4.428807,22.751128,1.583481,4.553581,10.949534,5.809409,6.175986,2.497073,6.904293,1.461095,0.916691,7.709772,2.9916,10.902037,1.449823,8.91569,Best Selling Books,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Foreign investment in power generation is trickling in, but slowly.",2.731219,7.044501,1.853602,8.329049,14.043141,12.386931,1.37355,1.902097,3.287543,2.872883,0.863407,2.454127,11.552527,3.758845,1.921984,23.624595,Strategies,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Leapfrogging 
technologically is good in theory, but who can turn away investment dollars and good-
paying jobs from whatever corner they might come?",1.326915,3.667313,1.577993,7.186093,7.013145,29.856421,1.068677,2.532506,3.055924,5.321969,0.530482,8.591242,6.659257,2.351208,1.342346,17.918509,Expert Advice Recommentations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"And providing quality transportation 
services for a city that will grow to almost 9 million people without putting too many cars 
on the road will depend on a successful deployment of public transportation and cycling 
that is rare in the Global South.",0.958608,3.001834,2.758521,8.565166,4.554535,23.639615,1.893767,3.276907,8.18059,10.240525,0.93599,7.857095,2.71734,7.06022,2.029466,12.329821,Expert Advice Recommentations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Even if Ethiopia fails to accomplish these goals in full, the gravitational pull of the CRGE 
should keep it in a low-carbon orbit, potentially providing a model of green growth at 
the earliest stages of development for its contemporaries to follow.",2.272604,7.731265,2.875201,7.434918,8.272427,11.069258,1.749609,8.190776,8.919673,3.6606,1.166663,7.481824,7.029594,7.186661,3.117462,11.841463,Strategies,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Experiencing no 
increase in GHG emissions while achieving economic growth for two decades might prove 
impossible.",1.392941,6.92005,1.479387,5.017623,11.494676,13.41732,1.389121,8.738283,9.958226,8.205302,0.60787,6.521179,4.782306,10.939704,1.159286,7.976727,Expert Advice Recommentations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"But any effort to seriously bend the emissions curve will still be a remarkable 
achievement—one worth praising, learning from, and replicating.",1.131606,3.233731,2.650432,3.717068,19.36271,25.509213,0.710232,2.419911,5.014392,3.656425,1.251456,8.80649,8.317058,5.968893,2.168698,6.081685,Expert Advice Recommentations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Ethiopia’s Low-Carbon Development Pathway  |  3Background 
Ethiopia in Context
Ethiopia is a development success story: since 2000, its gross domestic product (GDP) has 
increased fivefold and its per capita income has tripled.2 The country is still largely agrarian, 
with only 20 percent of the population living in cities; agriculture comprises about 80 percent 
of employment, 75 percent of exports, and 44 percent of GDP.3 This is not to say urbanization 
and industrialization are not relevant or that both are not increasing rapidly.",1.759834,7.8771,3.412184,10.490573,6.78409,7.064197,3.218678,6.841012,12.11237,8.563211,1.040355,9.145422,6.456038,7.415255,1.798715,6.020967,Industry Standards,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Urban areas 
generated 62 percent of Ethiopia’s GDP in 2013,4 and industrialization is being driven by 
heavy government investment in infrastructure, agriculture, education, and industrial parks.",3.665515,6.976003,4.034265,13.254614,4.941282,8.243367,9.46891,5.665062,8.897119,6.811103,1.100533,4.905132,7.785939,6.766082,1.261293,6.22378,Business Models,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Ethiopia was the largest recipient of foreign direct investment (FDI) in Africa in 2016, at $3.2 
billion, and the country usually receives overseas development assistance (ODA) of about the 
same amount, as well as further multilateral development bank (MDB) loans of around $2–3 
billion per year.5 But its structural transformation remains slow, agricultural productivity is 
trailing population growth, the manufacturing base is low, investment in privately-owned 
manufacturing firms is stagnant, and there is little export growth in industrial sectors.6
Ethiopia’s energy and climate ambitions are encapsulated in its Climate Resilient Green 
Economy Strategy (CRGE), announced in 2011.",1.898426,7.984212,1.617579,12.163322,6.49508,7.044472,2.268022,2.901917,17.457947,3.620375,0.806702,4.405269,10.073974,14.570921,1.422246,5.269537,Industry Standards,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"The CRGE aims to transform Ethiopia 
into a lower-middle income country by 2025 without an increase in its greenhouse gas 
(GHG) emissions.",1.696431,6.764447,1.723323,6.085619,5.811676,7.337088,2.090111,8.902144,12.570337,4.411883,1.455885,7.039359,10.219319,7.08119,2.577583,14.233605,Strategies,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"It is, by all measures, one of the most ambitious plans put forward by 
an emerging economy anywhere in the world.",1.627473,2.929896,6.154845,7.629384,7.109216,5.372592,1.933271,1.905786,8.634202,3.237811,0.994639,3.813466,7.137466,4.51203,2.137686,34.870236,Strategies,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"The easiest way to visualize what Ethiopia 
hopes to accomplish is to look at its Intended Nationally Determined Contribution in the 
2015 Paris Agreement.",3.201507,6.898228,8.837741,6.340786,7.254358,6.737088,4.030035,2.875517,18.773593,1.467467,2.090063,4.047612,6.21249,11.206467,4.879129,5.147918,Industry Standards,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
2. “,2.012122,11.248013,2.100083,3.225825,7.759621,4.094552,1.844635,3.405622,6.991519,2.640786,2.059117,4.299958,2.456181,41.386087,2.124516,2.351362,Regulations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"GDP (constant 2010 US$),” World Bank, https://data.worldbank.org/indicator/NY .GDP.MKTP.KD ; and “GDP per 
capita (constant 2010 US$),” World Bank, https://data.worldbank.org/indicator/NY .GDP.PCAP.KD .",0.718833,5.73355,6.156946,8.95646,4.735573,11.241259,2.392665,6.727114,14.7286,6.733272,0.847767,5.487058,1.58235,20.907672,1.120738,1.930143,Regulations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
3,2.507689,6.275065,2.778197,3.313193,3.595327,4.869269,1.886747,2.863009,5.821889,2.086919,2.117963,2.719193,3.034718,50.852057,2.211535,3.06723,Regulations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"New Climate Economy, Better Growth, Better Climate in Ethiopia  (Global Commission on the Economy and Cli -
mate, December 2015), http://newclimateeconomy.net/sites/default/files/nce-rfp-ethiopia.pdf .",1.389287,8.881108,3.807509,3.749994,11.238546,8.203669,2.323539,5.273477,14.998048,4.351952,1.564827,6.147831,3.761822,17.272697,2.037393,4.9983,Regulations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
4. “,1.838566,8.040843,2.382195,3.254261,3.890026,3.61011,1.530768,2.483403,6.919052,1.542106,2.739102,3.484576,3.284205,49.821951,2.736248,2.442585,Regulations,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
"Making Growth Green and Inclusive: The Case of Ethiopia,” OECD, OECD Green Growth Papers,  June 2013, 
https://www.oecd-ilibrary.org/making-growth-green-and-inclusive_5k46dbzhrkhl.pdf?itemId= percent2Fcontent 
percent2Fpaper percent2F5k46dbzhrkhl-en&mimeType=pdf .",1.751906,9.429788,4.170799,6.332133,6.019328,7.271823,3.232175,4.441203,11.166557,5.314769,1.233642,9.211783,9.140532,10.079926,2.885686,8.317949,Industry Standards,201030_Tsafos_Carey_Energy_Transition_Strategies_Ethiopia_Low_Carbon_Development_Pathway.pdf
