Sentence,Adult,Arts and Entertainment,Autos and Vehicles,Beauty and Fitness,Business and Industrial,Computers and Electronics,Finance,Food and Drink,Games,Health,Hobbies and Leisure,Home and Garden,Internet and Telecom,Jobs and Education,Law and Government,News,Online Communities,People and Society,Pets and Animals,Real Estate,Reference,Science,Sensitive Subjects,Shopping,Sports,Travel,Category_Tag,Filename
"As the initiative gained momentum, city 
leaders then worked to integrate early 
childhood programs in multiple city agencies, 
including parks and gardens, community 
development, education, strategic planning, 
transportation, and public health.",9.90683,3.449471,0.655779,2.036571,2.037254,1.719324,1.006083,1.085152,0.903542,4.219075,2.801736,1.447551,1.04744,9.853252,1.395716,21.250698,2.371923,18.163374,1.73868,3.640758,1.166123,2.565103,2.746428,0.785018,0.537534,1.469587,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"At first, 
some agency staff pushed back, as they did 
not see a direct link between supporting 
early childhood development and the 
mandates of their departments.",14.315151,2.723064,0.732855,2.904742,3.266808,3.433527,1.864761,1.007842,1.019245,3.311533,0.789947,2.150511,0.877925,5.954883,6.723032,24.883047,1.073423,6.838573,3.195623,0.888722,0.770506,3.822559,6.075777,0.68373,0.333792,0.358423,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"This initial 
resistance led the Urban95 team—which 
managed the program components and 
budget—to revise their program workplan to start with a phase of building capacity and 
political will, allowing agencies the time and 
space to inform—and ultimately embrace—
their new directives around early childhood 
learning and development.",6.38588,3.388354,1.110849,2.650338,2.148294,4.482819,0.936948,1.008403,1.416792,2.694614,1.683262,1.904843,0.448363,12.302174,1.692028,30.538014,1.534039,6.319797,2.733729,1.581848,1.595964,6.109692,3.918452,0.731322,0.326568,0.356615,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"From there, cross-sector collaboration was 
built through frequent meetings and training 
sessions with municipal leaders, including 
a three-day study tour to Copenhagen that 
showcased play in public spaces and led 
to increased group motivation to prioritize 
early childhood.",8.647159,4.713462,0.850182,2.560841,1.254212,1.746575,0.700701,1.265626,1.902658,3.040667,4.209951,1.259958,1.042981,9.77025,1.002007,14.726308,9.453456,14.446042,1.735653,1.45999,2.0613,4.388834,2.938548,0.918935,1.124249,2.779454,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Today, Tel Aviv-Yafo has 
a municipal employee who sits within the 
Department for Community Planning and 
Development that works across different 
city agencies as a champion of early 
childhood.",6.933063,2.282089,1.022743,2.162464,3.1671,3.20008,0.849779,1.190131,0.503019,3.008919,4.004594,1.589653,1.907392,29.738751,1.340507,7.047073,0.834477,18.356225,2.354265,2.426743,0.611781,0.88622,1.636456,1.492135,0.509867,0.944474,Jobs and Education,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"As Daniella Ben-Attar, the Israel 
representative for the Bernard van Leer 
Foundation, puts it: “This was an innovative 
decision taken with the municipality…because 
we knew that if it went to the Education 
Department, it would be very confined to 
child care, which is important, but it wouldn’t 
get the Urban95 holistic view of public space, 
mobility, play, parents, and the broader 
integrative kind of things we’re looking at.”",10.084638,4.744219,2.449305,3.115152,3.845642,2.822877,1.020548,2.063231,1.090466,8.288598,1.959329,3.185497,0.800804,8.026515,1.558638,13.933794,0.826137,8.822565,2.743757,4.613684,1.349814,2.91218,5.96617,1.584386,0.435423,1.75663,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"In fact,  one of the barriers to scaling that 
emerged as a consistent topic in our 
interviews was a lack of coordination among 
the multiple city agencies that are, or could 
be, involved in playful learning.",11.014366,4.107418,0.823328,3.087019,3.848483,2.770291,1.05369,1.471397,2.623771,3.145634,1.808666,1.810627,1.019683,9.055689,1.434109,14.498414,10.920059,7.637739,3.662986,0.746288,1.600906,4.847865,5.158588,0.934051,0.646453,0.27248,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"The good 
news is that there is a growing trend in the 
U.S., too, for cities to have dedicated early 
childhood staff positions or offices that can 
act as a centralized entity and lead cross 
agency collaboration for playful learning 
projects.",14.944648,6.095329,0.996871,2.478316,2.646993,3.676473,1.028744,1.240493,1.412251,3.320461,2.55485,2.602864,1.905572,7.002616,2.386211,17.258019,4.907842,10.417663,1.994676,1.903578,1.528069,1.488408,3.00385,1.529683,0.885756,0.789764,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"For example, the City of Milwaukee’s 
Office of Early Childhood Initiatives was 
established in 2017 to support providers and 
organizations dedicated to ensuring that 
the city’s youngest learners, especially those 
living in under-resourced neighborhoods, SCALING PLAYFUL LEARNING11
have a strong educational foundation.",12.482568,4.705487,0.960806,2.344085,2.425532,2.813292,0.972054,1.344382,3.56863,3.172418,2.115725,1.585992,1.409877,6.698834,1.28491,23.413703,4.045743,10.410191,1.703635,1.720329,2.139134,2.073051,3.299144,1.999303,0.688919,0.622255,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Other 
cities including San Francisco and Seattle 
have dedicated offices of early childhood 
to mobilize key stakeholders around early 
learning efforts.",15.268599,2.988011,0.715226,1.441757,1.401326,2.788487,0.576828,0.554272,0.735904,2.216244,2.442893,1.720531,1.442881,14.070907,1.757656,16.993589,3.389955,13.371108,1.945573,2.440465,2.603677,2.819738,3.007525,1.971471,0.601326,0.734051,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Many of these cities are 
supported by the National League of Cities’ 
(NLC) Early Learning Nation initiative, 
described below, which helps to build 
strategic connections among partners and 
with national experts and resources, access 
the latest research and best practices, and 
provide grants to develop and implement 
local plans.",5.70496,3.870586,0.816273,1.768797,5.038282,2.081467,2.293753,1.02663,1.131037,3.037691,3.647214,1.074481,1.305148,5.012692,3.621068,21.402082,6.778963,10.067413,2.458851,2.339692,5.842797,2.963978,3.00122,1.077642,1.234177,1.403108,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
2.,5.249858,5.42161,8.61912,19.162021,7.998609,14.386237,0.58004,5.323564,0.759683,15.868744,1.230148,6.616327,0.275937,0.37911,0.306208,2.112405,0.215593,0.555684,0.658726,0.361767,0.318949,1.804003,0.939119,0.329778,0.203248,0.323511,Beauty and Fitness,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Leverage and learn from national 
groups
As noted above, numerous organizations in 
the United States and around the world are 
engaged in playful learning in a wide range 
of ways, working directly in dozens of cities 
and towns while also broadly advocating 
for children.",6.164259,5.130461,0.978449,2.737743,4.397617,2.117822,1.012976,1.280458,2.305981,3.85498,2.686125,1.489159,2.143644,6.517126,2.102368,10.135141,11.622358,17.328054,1.837398,0.995926,2.991354,2.023579,3.459433,2.249763,1.834865,0.602962,People and Society,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"These groups, in turn, often partner with local philanthropic, civic, and 
even private sector groups and actors—many 
of which serve as trusted intermediaries 
to community residents.",2.575992,1.909612,0.484082,0.794887,2.31459,0.861429,2.101853,0.992326,0.738675,2.203417,1.757362,0.760105,2.941857,5.120506,1.670645,9.91598,9.421353,36.869545,2.078838,3.594805,0.820456,0.820959,6.047319,1.575343,0.904224,0.723839,People and Society,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Cities wishing to 
scale playful learning activities thus are not 
starting from scratch, but should look for 
opportunities to learn from and collaborate 
with these organizations.",7.292098,5.043339,0.919866,3.235669,2.880349,2.585398,0.660483,1.671928,3.415167,3.093742,3.77316,1.374255,2.752375,7.025476,0.825711,10.661608,16.302947,9.524093,2.924768,1.33142,1.326503,2.612531,3.452916,3.52149,1.01375,0.778958,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"In the U.S., for example, KaBOOM!",3.872895,8.038835,4.489436,10.296061,5.421231,6.66403,0.8834,13.049051,3.751126,10.466931,1.441107,4.085704,0.573076,0.573342,1.034544,4.165266,1.409036,4.660092,3.96007,0.394021,1.434223,1.228196,1.739539,1.952372,3.70299,0.713426,Food and Drink,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"is going 
beyond their seminal work on building safe 
and accessible playgrounds for all children 
(17,000+ play spaces built or improved and 
counting) to launch the Play Everywhere  
effort, with the goal of making play available 
anywhere that children and families spend 
time.",7.121587,10.102505,1.599833,2.819813,3.279309,4.037682,0.609572,2.956424,11.680281,4.664175,5.505609,4.191364,2.661513,3.482802,0.711163,8.108945,3.507376,4.844954,1.982536,2.481312,1.067694,2.947049,3.037524,3.250232,1.417829,1.930917,Games,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"This initiative has spurred new 
collaborations with community partners to 
transform bike and pedestrian trails, transit 
centers, laundromats, grocery stores, and 
sidewalks into “PLAYces” that promote 
exploration, discovery, and imagination.",2.103439,2.337058,1.167806,3.629288,1.533834,1.911917,0.567544,1.256841,1.128205,1.682456,3.819119,1.207196,2.894621,4.881888,0.46393,11.15218,27.163555,9.548034,1.422305,3.40949,1.882093,2.65506,1.660881,4.689381,0.561852,5.270027,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
While KaBOOM!,4.634661,8.111443,7.099246,14.324756,2.768675,10.434409,0.208165,14.939374,3.825938,10.330547,3.783037,6.243933,0.20976,0.498942,0.248732,3.73509,0.28838,1.693044,2.992494,0.256059,0.120711,0.803436,0.878791,0.350878,0.952645,0.266855,Food and Drink,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"’s focus is on increasing 
Play and Learn Library Space.",9.68394,11.619244,0.816372,2.251792,1.185225,3.771994,0.392271,1.365282,6.332284,3.161134,4.545771,6.263581,3.140322,5.977882,0.698281,9.312358,6.017711,4.453859,1.319249,2.12846,2.546718,2.243602,2.445062,7.07175,0.551395,0.704459,Arts and Entertainment,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
Photo credit: Halkin Mason.,5.164662,9.846689,2.628786,10.775965,3.493268,10.07332,1.049047,4.499884,0.508728,3.001286,8.71489,5.296488,1.126509,6.143454,0.390944,5.154188,1.641506,8.481884,2.123237,1.365974,1.065292,3.272479,1.105055,1.587932,0.583153,0.905382,Beauty and Fitness,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"SCALING PLAYFUL LEARNING12
access to play for all children, their work 
is starting to incorporate learning goals 
in the design of their PLAYces through 
collaborations with organizations such as 
Playful Learning Landscapes Action Network 
(PLLAN) , a consulting group with expertise 
in applying learning science research to 
urban design.",8.048997,6.218014,0.869211,3.660553,2.566165,4.237982,0.39386,2.048668,17.751524,3.434522,4.502391,1.815215,2.862001,6.730759,0.858833,7.83714,8.802607,4.754687,1.425548,0.923069,1.60453,3.222381,2.362409,1.66489,0.57324,0.830803,Games,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
An important component of KaBOOM!,2.275547,5.163752,5.15201,14.167887,2.694567,10.240603,0.340537,21.665837,2.554579,9.993157,2.172883,5.80867,0.228079,0.628359,0.195249,3.05516,0.361284,2.011106,4.511256,0.213297,0.290941,3.741781,0.802376,0.514179,0.884242,0.33266,Food and Drink,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"’s 
approach is viewing the development of 
play infrastructure projects as a catalyst 
to building community cohesion and 
empowerment.",4.186825,6.005068,0.613703,2.085848,2.162753,2.07136,0.755301,1.695509,7.671926,2.929346,4.304044,1.045025,3.180921,6.250622,0.990536,15.186209,13.534022,9.756506,1.785812,2.176966,0.648356,2.932457,5.894536,0.592929,0.793051,0.750367,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"By reimagining abandoned, 
neglected spaces as community assets and 
gathering spaces, Play Everywhere projects 
can support community priorities while at 
the same time increasing the amount of 
play in children’s lives.",7.508364,5.549537,0.770522,1.654329,1.204724,2.066354,0.565626,1.249626,9.696388,3.812646,6.307784,4.13811,2.216786,2.656652,0.5818,9.718759,10.541153,6.790287,1.480304,5.869689,0.76285,1.644227,6.934712,2.670691,0.806243,2.801835,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"For example, the Rail 
Trail Symphony in Charlotte, North Carolina 
is a whimsical pitstop with structures and 
activities that encourage children to join a 
jam session or create a tune while waiting 
for the light rail or walking to/from school.",3.676319,12.926191,2.082789,7.408903,2.44093,5.365849,0.781573,3.755795,4.33904,3.481556,7.980083,2.713432,2.397491,9.471266,1.001053,6.100913,2.567025,3.195706,3.726534,0.776206,1.611742,5.75148,1.973055,0.995025,1.674973,1.805071,Arts and Entertainment,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Before the play space was installed, many 
community members did not realize the 
space was for public use (or even existed).",6.285981,9.48041,0.779533,1.584017,2.332432,2.802541,0.887538,2.032361,11.597423,4.466124,1.355456,5.77115,2.512323,2.344867,1.781167,11.574431,5.335719,6.450158,1.083946,4.981099,1.256213,2.692981,5.643416,3.160705,0.701391,1.106621,Games,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Rail Trail Symphony now provides a space for 
free concerts and events to raise funds and 
awareness for local and national charities, 
in addition to being a welcome spot to play 
along the way to the next destination.",2.36223,18.011481,1.628738,4.25239,2.44385,3.581283,1.776343,3.185361,2.534646,5.119959,5.844254,3.51752,1.827028,3.19955,1.189311,10.502931,3.52285,5.208141,2.375241,2.078522,1.66021,2.550541,1.779185,1.231315,1.68207,6.93505,Arts and Entertainment,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"As part of their technical assistance initiative 
to strengthen community plans to build 
more child-friendly cities, the NLC and the 
Center for the Study of Social Policy (CSSP) 
launched Early Learning Nation , a network 
of communities whose local officials are  
prioritizing children and families with a focus 
on learning and development for early and 
life-long success.",7.071211,2.184007,0.622127,1.900341,2.2733,2.427798,1.520556,1.036817,1.48012,3.036027,2.106452,1.056141,1.639974,7.512532,2.589015,19.804372,7.875631,14.751354,2.309835,1.902465,3.278595,4.272274,4.916877,0.8943,0.51466,1.023221,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"For example, through this 
initiative, NLC helped Sacramento forge a 
collaboration between its public libraries 
and the Parks and Recreation Department 
to create mini libraries in outdoor spaces throughout the city.",3.592807,5.080557,0.645573,1.321346,2.546448,3.5643,0.904507,1.341011,0.762564,1.975616,3.458747,2.045677,6.061308,11.470912,2.299111,7.621698,9.29853,10.327463,2.053883,3.676485,6.996553,2.952326,2.258542,4.816707,0.577274,2.350055,Jobs and Education,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"This national partnership 
effort has helped Sacramento and other 
network communities learn from one 
another about their successful (and not so 
successful) strategies, and has allowed NLC 
and CSSP to capture and communicate 
those insights for other cities interested in 
promoting play in public and shared spaces.",3.375442,2.939586,0.78943,2.134542,2.966523,2.308515,1.116423,1.486016,2.187136,2.070783,3.897688,0.735611,4.602528,4.802622,1.37136,8.106249,28.024518,12.233405,1.869918,2.141724,1.061499,1.621195,3.36597,2.234485,1.25178,1.305053,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Finally, Too Small to Fail has created a 
unique partnership with the Laundry Cares 
Foundation, the charitable arm of the 
Coin Laundry Association, to transform 
laundromats into playful literacy-rich spaces.",4.797656,5.19835,1.642613,6.900768,4.546541,3.335385,1.263744,3.30807,3.22367,6.246137,2.823873,4.838596,1.282547,5.299732,0.834183,13.171018,8.388998,6.117924,2.140927,1.653843,1.472292,2.932713,4.072875,3.518167,0.432742,0.556636,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
