Sentence,Accommodation Food Services,Agriculture Forestry Fishing,Arts Entertainment Recreation,Economywide,Educational Services,Health Care Social Assistance,Information Finance Insurance,Manufacturing,Mining Quarrying Oil Gas,Public Administration,Real Estate Rental Leasing,Technical Management Services,Transportation Warehousing,Utilities Construction,WholeSale Retail Trade,Category_Tag,Filename
"Many of these human qualities 
were already highly valued in previous centuries, but 
this century is seeing them valued more explicitly by 
education stakeholders, industry and the workforce, 
and through global statements about the qualities 
and characteristics of the 21st century citizen.",6.984978,7.660086,5.68078,13.528994,13.579462,5.862583,7.007992,5.149749,9.150912,4.16315,2.549536,4.820261,2.957646,4.262798,6.641072,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The appearance of these perspectives has wide 
and diverse origins.",11.547493,10.12509,11.536896,10.562765,7.417116,7.13993,7.347613,3.091774,13.331982,1.533972,2.456807,3.935122,2.040826,2.072161,5.860454,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In the last two decades of the 
century, several global organizations published 
statements that strongly influenced 21st century 
views of the nature and role of global citizens and 
led to policy formulation for education.",5.760731,7.93571,3.118649,18.90982,21.942367,7.09027,7.935834,2.964903,4.913966,4.94358,1.87998,5.004742,1.905682,2.933773,2.759992,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Statements 
included the Delors Report (UNESCO, 1996), which 
outlined a vision for reflection about the nature 
of society, the citizenry that would inhabit it, and 
education policy that would promote it.",7.871656,10.893833,5.265001,12.937614,10.379174,8.955849,5.806752,2.539352,8.97071,6.814007,2.37032,6.328857,2.924748,4.463277,3.478849,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The Report’s 
(1996) humanistic perspective included four pillars of 
learning—to know, to do, to be, and to live together.",4.720959,10.772526,5.039389,10.128484,19.767559,15.186577,6.29082,2.889457,5.547868,2.549195,2.408692,5.740703,2.319182,3.396222,3.242368,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"OECD’s DeSeCo Report (2001) described both 
competencies needed for individual success and for 
a well-functioning society.",4.777329,5.045029,3.625192,10.223814,4.970752,4.761886,7.456166,9.018284,17.848108,3.564709,1.478927,8.643827,5.673844,5.525791,7.386339,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"It outlined competencies 
that would support individuals to meet societal 
demands.",5.186943,6.520488,3.823006,7.262677,5.676694,16.426536,6.177027,5.100808,11.229649,4.469172,2.267993,13.165589,4.362019,2.97646,5.354939,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The framework proposed identified 
three themes—using tools interactively, acting 
autonomously, and interacting in heterogeneous 
groups.",5.807628,13.645296,9.007958,6.984633,8.169074,8.230546,7.409926,4.280838,10.734532,2.517053,1.830509,6.742293,4.962436,3.351883,6.325393,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These themes required diverse competencies which would be applicable across a wide range 
of occupational and life areas.",6.381874,5.431007,17.201048,6.315661,6.264106,5.112312,6.372377,5.703426,15.477505,1.726427,1.959231,8.740162,3.540069,3.665089,6.109706,Arts Entertainment Recreation,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These two reports, 
among others, stimulated a discussion which could 
be seen as culminating in the 2015 Sustainable 
Development Goals ( SDGs ).",4.209612,11.75112,2.445087,23.707107,3.330539,6.966521,5.081889,2.945278,12.173674,4.084769,2.807445,9.327213,1.65253,7.293042,2.224175,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The SDGs not only 
value literacy and numeracy but extend to notions 
of equipping citizens with both social and cognitive 
skills and the characteristics associated with global 
citizenship and the three dimensions of sustainable 
development—economic, social, and environmental.",5.459291,12.734261,3.70283,11.522779,11.47177,7.105412,5.239379,2.483047,9.72459,7.159667,3.95992,8.01431,2.789014,6.065486,2.568244,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In addition, there is a new focus on the relevance of 
learning both for the world of work and civic life.",4.267546,7.379421,7.112062,14.879896,22.381056,5.525274,3.444845,2.593036,7.861041,6.264676,2.896208,6.01348,2.289278,4.103356,2.988826,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"At the same time, industry and the corporate world 
have been calling for development of employability 
skills for recruits into the world of work.",2.362057,5.050953,3.953593,5.764469,4.406365,2.306351,2.091708,31.944655,15.411278,1.533827,1.290482,12.444532,2.868048,3.944615,4.627067,Manufacturing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The calls 
have frequently been based in identification of the 
technological changes in our world, but go beyond 
this, to concerns that education is not equipping 
students to navigate their world successfully 
or to confront global problems.",2.87133,6.668549,2.597551,12.677112,31.684708,3.810282,5.282946,5.916602,9.768267,1.717772,1.501762,4.021352,2.860945,5.162946,3.457876,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Technology 
companies also contributed to a call to action to 
the education community to foster 21st century 
skills.",2.38183,3.314757,3.630174,4.340404,18.282476,3.926444,6.760261,14.958683,4.193341,3.182881,1.465357,23.212893,3.156048,4.715567,2.478886,Technical Management Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"A consortium comprised of Cisco, Intel, and 
Microsoft combined to work with six countries 
(Australia, Singapore, the Netherlands, Finland, USA, 
and Costa Rica) in the Assessment and Teaching of 
21st Century Skills project (Care, Griffin, & Wilson, 
2018) to focus on identification of frameworks for 
these skills (Binkley et al.,",3.936662,8.839133,2.924038,3.792991,18.146276,7.130862,6.290106,11.275698,8.537683,2.208286,1.288381,15.78609,3.01239,3.453123,3.378282,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"2012), and on innovative 
approaches to assessment (Care et al.,",5.893849,5.782849,2.825132,4.315725,6.685024,36.963044,5.713274,3.478006,4.278258,3.711031,2.06464,11.2564,1.968938,2.225267,2.838563,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
2015).,4.863247,8.928194,2.850554,13.340451,5.291256,19.318194,5.354719,4.254923,13.482491,3.487961,2.062182,5.160282,3.374304,3.554043,4.677198,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Similarly, Pellegrino and Hilton (2012) published 
their influential paper “Education for Life and Work” 
which argued for a review of educational goals and 
discussed the implications of a possible shift for 
subject-level studies and instructional design.",5.207887,6.085787,4.070886,12.10401,30.741449,8.187261,4.44866,3.036308,6.413154,2.97082,2.642601,6.733767,1.77591,3.62277,1.95873,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The 
responses to these calls have been myriad, and vary 
from non-profit organizations focussing on life skills 
for disadvantaged problems, to formal education 
systems focusing on both cognitive and social 
skills hypothesized to improve learning outcomes 
and the potential of young citizens to contribute 
constructively to society.",4.372683,4.293005,3.417423,2.833033,26.061895,15.359988,4.722478,2.193259,5.502591,4.247763,1.772504,16.893809,1.632776,3.971619,2.725172,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"11
A Brookings Institution review of education 
systems of more than 150 countries found that 
over 75% of the countries have explicitly identified 
21st century skills (21CS) as goals within their 
education policy (Care et al.,",2.910625,5.301883,3.378842,6.968914,45.387444,6.780208,4.601236,2.956998,4.188788,3.78277,1.265979,5.780841,2.197636,2.593334,1.904502,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
2016).,4.35062,10.335864,2.776987,16.647801,4.259405,18.365743,6.137772,3.99032,7.728126,3.613447,2.194166,6.826488,4.214872,4.099996,4.458392,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"However, only 
a few of the countries (11%) show evidence that 
these skills are consistently identified through 
their layers of curricular documents, suggesting 
that there are major challenges when it comes to 
implementation.",3.251244,10.98217,3.455987,8.799519,21.526089,5.56912,5.253776,5.888738,16.054968,2.241866,1.67666,5.522715,2.574724,4.120363,3.082063,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These challenges have also been 
identified through regional level research.",4.362647,13.20402,3.213045,9.634232,4.604247,5.528493,4.057367,3.455981,28.223072,2.258614,2.489754,6.179648,2.661168,6.889968,3.237744,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"A series 
of studies by the Education Research Institutes 
Network (ERI-NET) and the Network on Education 
Quality Monitoring in the Asia-Pacific (NEQMAP) 
coordinated by UNESCO - Bangkok were conducted 
to identify a framework for valued competencies 
and to explore the degree to which education 
systems acknowledged and supported transversal 
competencies, or 21CS, as a part of education 
delivery.",1.892513,2.428876,1.530201,3.047284,61.458778,3.341183,4.886148,1.680365,6.221308,1.753483,0.879455,4.69856,2.076187,2.329893,1.775767,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These studies (Care & Luo, 2016; UNESCO, 
2015a; 2015b; 2016) revealed that countries vary 
in how they approach the inclusion of skills in 
their educational policies and practices, and that 
there is a need for greater consistency of approach 
and support for teachers through consideration of 
pedagogical and assessment strategies to support 
curricular goals.",3.085922,6.138838,1.833986,5.300867,51.609621,5.644265,2.744101,2.943321,5.166661,2.909964,1.477653,4.603064,2.11326,2.424671,2.003805,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Awareness at the policy and school 
levels for the need to assess and teach 21CS, is not 
strongly tied to effective implementation mechanisms.",3.692249,9.704412,2.981172,10.54981,30.003004,9.751066,4.382392,3.354678,5.063349,5.261393,1.436617,6.027881,1.793414,3.585871,2.412692,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"One of the major challenges in implementation 
is confusion over termin ologies and lack of clear 
understanding of the skills beyond the surface 
definition.",3.476263,10.981454,3.718334,6.757986,9.575331,5.95184,4.999681,11.186945,12.239446,2.654291,1.665704,11.180684,5.841522,4.218456,5.552063,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"There needs to be clarity regarding 
their underlying processes and how contributing 
subskills develop, progress, and change over time 
(Care, Kim, Vista, & Anderson, 2019).",4.861039,5.310866,1.892972,12.004206,4.764587,9.294355,10.325848,6.556994,11.355516,3.015507,2.764915,10.381765,7.386625,3.412723,6.672083,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Developing 
proficiency in skills is fundamentally different from 
acquiring knowledge.",3.36196,12.678905,6.909103,6.461516,13.058733,5.080774,5.222078,7.577975,16.115214,1.782398,1.750845,9.065067,3.477175,3.303696,4.154562,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
