Sentence,Accountants,Artists,Books and Literature,Business Owners,Charitable Trusts and NGOs,Consumer Services,Counselors,Doctors,Estate Agents,Family Offices,Financial Advisors,Franchise Operations,Goods Suppliers,Governments,Hospitals,Independent Consultants,Individuals,Intergovernmental and Regulators,International Institutions,Lawyers,Manufacturers,Multi Nationals,Municipalities and Cities,Online Re-Sellers,Organizations,Parents,Philanthropies and Foundations,Politicians,Private Corporations,Professionals,Public Companies,Regional Governments,Restaurants,Retail Shops,Seniors,Service Vendors,Singles,Sports Persons,Students,Universities,Category_Tag,Filename
"As Mayor Enrique Peñalosa 
of Bogotá, Columbia eloquently reminds us, 
“Children are a kind of indicator species.",0.804145,3.172817,12.262618,1.653154,2.794547,2.640505,2.33579,1.026348,0.576518,1.593173,1.014058,4.898045,0.932712,1.464851,0.890658,0.894987,8.611883,2.427896,1.449385,0.586223,2.645831,0.352148,3.364245,0.839271,3.022069,19.605484,1.749038,1.909589,0.33937,2.238916,1.540726,1.452145,1.162267,1.244122,1.122001,1.076678,0.97113,0.729556,1.773766,0.831334,Parents,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"If we 
can build a successful city of children, we will 
have a successful city for all people.”",0.352618,2.357281,3.355489,1.923942,3.433251,2.894556,0.759127,0.525429,0.595646,1.977337,0.767232,3.528897,0.685362,4.967506,1.82769,0.522584,3.710404,1.070178,1.154541,0.381569,2.46835,0.742481,29.326236,0.455758,2.283587,5.797641,2.172298,2.432127,0.324168,1.668034,0.726162,4.840587,1.617998,0.599239,0.718572,0.902229,1.448509,0.731658,3.301378,0.652349,Municipalities and Cities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
Urban Thinkscape.,0.517643,15.432907,11.542558,1.234119,1.421741,3.407635,7.15206,0.429089,2.099312,0.387612,1.934003,2.971665,0.487542,0.720977,0.908896,1.256787,3.273296,0.534977,0.356806,0.677579,2.614035,0.760275,14.600813,1.197195,1.77823,0.504089,1.021895,1.546523,0.340465,1.857159,0.622829,1.944289,1.999159,2.589277,1.787963,2.303965,2.46114,0.590719,2.112868,0.619909,Artists,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Photo credit: Sahar 
Coston-Hardy.",2.402878,22.569909,6.927227,1.074005,0.802529,2.777977,5.239434,1.086494,1.485546,0.351842,2.191661,2.691206,2.078343,0.309078,0.878919,1.753718,6.290555,0.536733,0.449347,1.510567,9.189022,0.613475,0.440999,1.792905,0.817107,0.540416,0.690766,0.770467,0.383003,1.905718,1.491495,0.270474,1.291164,2.762121,2.172994,5.782704,0.733003,2.58138,1.750331,0.61249,Artists,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"SCALING PLAYFUL LEARNING18
1  Shonkoff, Jack P., Andrew S. Garner, 
Benjamin S. Siegel, Mary I. Dobbins, Marian 
F. Earls, Laura McGuinn, John Pascoe, 
David L. Wood, Committee on Psychosocial 
Aspects of Child and Family Health, and 
Committee on Early Childhood, Adoption, 
and Dependent Care. “",1.114631,3.87299,8.273544,2.033088,3.282267,5.5981,6.40555,2.514122,0.778555,1.578146,3.322167,2.155871,0.923105,0.846952,1.519212,1.987486,7.988413,1.305101,0.886818,1.988798,2.499181,0.658351,0.89381,0.933617,4.24888,6.407623,2.779738,1.891673,0.657954,3.581725,1.315285,0.646097,1.000119,0.924641,4.108552,2.827126,1.360925,1.452917,2.536274,0.900599,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"The lifelong 
effects of early childhood adversity and 
toxic stress.”",0.654662,2.604874,28.315744,0.391825,3.117628,1.875691,12.040703,1.243602,0.232107,1.70955,1.364958,1.38007,0.585884,0.954503,1.570869,0.785485,5.306915,1.391906,1.966897,1.140261,2.278625,0.372435,1.746816,0.531028,2.515241,8.105165,2.657259,2.138135,0.325872,1.219508,0.574642,1.201477,0.634774,0.612367,0.99086,0.847462,0.904018,0.718768,2.075634,0.915777,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Pediatrics  129, no.",0.958114,2.068748,8.477843,0.699814,1.287343,3.027703,6.325895,17.809084,0.300326,1.568961,1.015167,2.627651,1.028347,0.82571,16.937286,0.837425,1.952229,0.702595,1.747146,1.069043,4.282796,0.400039,0.929862,0.402109,1.718006,3.095644,0.841389,1.285302,0.26568,1.357425,1.479493,0.846836,0.566909,0.623361,3.458638,2.177473,0.518298,0.791696,2.9737,0.718913,Doctors,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"1 (2012): 
e232-e246.",4.072432,4.647742,8.384221,1.086065,1.506396,4.666256,5.228257,2.681971,0.610409,0.702803,2.154476,5.274383,2.201235,1.259722,1.421361,1.411369,3.943098,2.660419,3.237588,1.088459,9.200089,1.836858,0.591493,1.596302,2.726727,0.983257,0.97311,0.72703,0.487766,3.307802,5.623325,0.636151,0.633178,1.064213,1.053381,3.279898,0.729068,2.15713,2.834747,1.319812,Manufacturers,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"2  Iqbal, Syedah Aroob, Joao Pedro Azevedo, 
Koen Geven, Amer Hasan, and Harry A. 
Patrinos, “We should avoid flattening the 
curve in education – Possible scenarios for 
learning loss during the school lockdowns.”",1.114367,3.043237,16.932987,0.740127,3.684842,5.59912,4.107133,0.614104,0.410936,1.048694,2.301339,1.836626,1.058172,2.011868,1.716754,1.101028,7.093742,1.851456,2.775653,0.935811,4.005381,0.705192,1.624436,0.794485,3.388023,4.419231,2.079434,2.041848,0.697825,1.564153,1.686254,1.335121,1.039172,1.027976,2.212519,2.525538,0.836672,1.718771,4.627967,1.692009,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
2020.,1.130323,4.569528,8.490908,0.484679,1.786443,3.744601,6.517266,0.595423,0.46877,0.770069,2.839821,7.531549,2.246941,2.533209,1.13229,1.814855,1.946384,2.484954,2.666271,0.483945,10.86633,1.709745,1.526652,1.358743,6.387097,0.371815,1.893772,1.584996,1.175519,1.367963,1.531642,2.076908,0.866561,1.405482,2.27382,2.976905,1.391263,1.147727,2.545157,1.303673,Manufacturers,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"https:/ /blogs.worldbank.org/
education/we-should-avoid-flattening-curve-
education-possible-scenarios-learning-loss-
during-school .",1.147813,2.591292,6.918224,0.622895,6.049694,6.102276,3.239945,0.438889,0.34788,0.989612,2.503327,1.649774,1.040322,2.881003,1.316044,1.156286,7.339816,2.196197,4.946001,0.442273,3.961826,1.027844,1.592451,1.337118,4.014246,2.184782,3.312276,1.379995,0.528522,1.529986,1.707658,1.618788,0.796969,1.059265,2.529468,2.047903,1.035732,1.268176,11.500656,1.646775,Students,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"3  Meltzoff, Andrew N., Patricia K. Kuhl, 
Javier Movellan, and Terrence J. Sejnowski.",1.677131,7.613252,6.1051,2.084231,1.159523,4.910684,3.068208,1.607112,1.100731,0.887645,3.149817,4.73848,2.507004,0.83154,1.027221,1.794639,5.845966,1.510384,0.864898,2.437941,8.377471,1.640722,0.853087,1.139895,2.084257,3.511096,0.911005,1.397413,0.576347,4.64045,4.588426,0.669965,1.758795,1.274867,1.777186,2.363437,1.666434,3.811827,1.364257,0.671558,Manufacturers,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"“Foundations for a new science of 
learning.”",0.929871,6.849023,17.699993,0.886292,3.041741,5.333641,4.287496,1.12142,0.50779,0.616984,1.676584,2.226967,0.741113,1.831626,1.066198,1.559808,6.584291,1.250802,1.121379,0.698324,3.714456,0.455981,1.289177,0.697225,5.021924,1.079937,2.226503,1.340117,0.36765,2.337964,0.810585,0.90011,0.706855,1.568374,2.47963,2.015083,0.769904,1.163422,9.756455,1.267303,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Science  325, no.",1.470849,5.072578,19.199656,0.503771,1.837149,1.604523,5.110442,3.093198,0.330952,0.413254,0.723185,2.028908,1.985788,1.193538,1.628789,1.24172,6.362089,1.178515,2.455766,0.448157,14.723799,1.382438,0.678951,0.367175,3.618697,0.558794,1.163978,0.55972,0.294517,2.134125,3.20035,0.674202,0.627459,0.603052,1.456957,1.586334,0.511023,2.306723,4.098279,1.570599,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"5938 (2009): 284-
288.",4.765039,4.35601,13.611986,0.931866,1.383355,3.730315,7.311466,2.267493,0.875001,0.739892,3.335702,3.416723,1.336322,1.184622,1.902415,0.829349,6.433534,1.665484,1.332742,1.88905,9.15594,1.202675,0.751226,1.594248,2.038839,0.701065,1.017825,1.350795,0.474734,1.753687,3.436429,0.671087,1.150116,0.84639,0.863462,2.58569,0.564719,2.646711,2.92561,0.970387,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"4  Elango, Sneha, Jorge Luis Garcia, James 
J. Heckman, and Andres Hojman, “Early 
childhood education,” IZA Discussion Papers, 
No.",0.962139,3.873596,20.146995,1.12469,1.328765,3.239935,4.11132,1.309064,0.486576,1.500959,1.596343,1.779592,1.301731,0.746958,1.10067,1.142899,10.879715,1.074635,1.520694,1.073283,5.221016,0.916331,0.986874,0.837832,2.700487,6.10352,0.974171,1.302898,0.461744,3.998024,1.549779,0.602035,1.232827,1.12879,2.22093,2.448851,0.742816,1.295329,4.199144,0.776043,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"9476, Institute for the Study of Labor 
(IZA).",3.285488,3.56266,4.836139,1.447591,1.91411,7.66762,3.362488,2.838908,0.772964,1.468854,1.960289,1.246082,2.642551,1.806769,4.846437,1.24838,4.743798,2.633766,6.75897,1.079029,7.240419,1.515896,0.584644,0.52861,4.518095,1.11675,1.404253,1.223594,0.378989,3.760688,3.280054,0.677328,0.764645,1.3569,1.283612,3.888449,0.464491,1.202543,2.269658,2.417489,Consumer Services,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"5  The interviews explored the participants’ 
perspectives on how public, private, and civic 
sectors support and advance playful learning 
approaches, drawing from their experiences 
in Philadelphia, Pittsburgh, Detroit, Baltimore, 
Chicago, Milwaukee, and Tel Aviv.",0.865913,4.144542,2.746105,1.052542,2.717289,11.287384,3.928403,0.517825,1.075642,0.75347,2.034732,2.087192,0.653876,1.494022,1.185911,2.18084,5.311532,2.496689,0.790399,1.158639,1.954658,0.877498,7.002376,1.20671,4.515381,2.023404,2.539028,3.050576,0.967558,3.054384,1.060754,2.066635,1.049465,1.467973,4.016668,2.17318,2.534658,1.283821,6.89303,1.779295,Consumer Services,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"6  Project for Public Spaces, “What is 
Placemaking?”",0.750193,11.03805,5.654083,1.370636,3.371896,6.562691,1.559855,0.289379,3.228811,0.444522,0.836314,2.11863,1.155202,2.432152,0.753266,1.798689,2.062785,2.615922,1.450942,0.751449,5.632204,0.868473,9.83618,0.949551,5.714264,0.535469,3.412124,1.517213,1.077359,1.443142,1.167009,3.153204,2.172014,1.714999,1.007687,4.700611,1.078109,0.510849,2.410713,0.853358,Artists,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"www.pps.org/category/
placemaking#:~:text=Placemaking%20
inspires%20people%20to%20
collectively,order%20to%20maximize%20
shared%20value .",1.552031,4.514343,3.473893,1.738543,2.764573,10.228686,3.566166,0.392582,0.899671,0.99038,2.899241,4.885681,1.5389,2.003595,0.735501,1.380582,5.539275,2.496424,1.998521,0.755861,4.146513,1.639612,2.250793,2.012619,6.411395,2.052919,2.89529,1.289525,0.897128,2.359585,2.667665,1.674481,1.459594,1.020503,1.604734,3.335717,2.91029,0.87829,3.409384,0.729518,Consumer Services,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"7  Zosh, Jennifer M., Kathy Hirsh-Pasek, 
Emily J. Hopkins, Hanne Jensen, Claire Liu, 
Dave Neale, S. Lynneth Solis, and David 
Whitebread. “",1.425907,6.970386,9.024591,2.17267,1.110956,3.084963,6.533389,2.414573,0.983009,1.154356,3.369899,2.73511,1.667858,0.622113,1.26715,1.288116,10.495427,1.047163,1.391721,1.79031,6.059855,1.798477,0.494145,1.42127,2.371459,1.801599,0.933133,1.324362,0.531137,4.583934,2.083087,0.383769,1.251755,1.078626,2.377027,3.853566,1.146988,2.975827,2.350698,0.62962,Individuals,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Accessing the inaccessible: 
Redefining play as a spectrum.”",0.462335,5.561389,17.656245,0.853189,1.553973,3.15964,6.286489,0.738468,0.48931,0.576577,0.637712,6.931767,3.158211,1.285377,0.907203,1.532853,4.14806,2.3378,1.692901,1.003214,6.71215,1.366288,1.281577,2.618039,2.53795,1.113662,1.057966,1.009868,0.875608,1.675204,2.192874,0.943518,0.889041,1.25539,1.361149,5.720709,1.803274,2.480499,1.290465,0.842056,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Frontiers in 
Psychology  9 (2018): 1124.",1.431828,4.846086,12.537168,0.864546,2.663506,3.813354,25.871717,2.060177,0.446779,0.554921,2.342649,1.614943,0.77578,0.656053,1.38816,1.766564,5.499492,1.050564,0.962852,0.973245,2.095868,0.451561,0.671703,0.993762,2.548317,1.031037,1.685496,1.069806,0.327567,3.875909,0.730948,0.367395,0.564797,0.666597,2.084577,2.340399,1.406798,1.588301,2.577964,0.800812,Counselors,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"8  Weisberg, Deena Skolnick, Kathy Hirsh-
Pasek, Roberta Michnick Golinkoff, Audrey 
K. Kittredge, and David Klahr. “",1.197547,5.724866,7.775392,1.855071,1.363782,3.768962,6.096716,1.65147,1.154955,1.164149,2.866622,3.352782,1.670769,0.610804,1.131646,1.155787,15.228189,1.166485,0.782906,1.783202,5.592078,1.423315,0.607576,1.425141,2.474905,2.695195,1.185347,1.37293,0.489967,3.089935,1.771894,0.406304,2.083628,1.626047,2.575811,3.1775,1.313891,2.977936,1.505622,0.702877,Individuals,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Guided play: 
Principles and practices.”",0.463542,9.242065,10.154843,2.279868,2.549628,8.269356,4.957783,1.232019,0.840687,0.638026,1.212598,4.148461,1.602044,0.930766,1.442244,2.225299,2.247183,1.804161,0.482995,1.939116,3.598181,0.619791,1.030596,1.063899,2.700693,3.09719,1.404525,0.829012,1.007372,4.85254,0.808545,0.942163,0.956749,1.488548,4.09484,6.335901,1.703927,2.418696,1.850771,0.533378,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Current Directions 
in Psychological Science  25, no.",1.366073,5.039229,14.105288,0.91449,2.403734,3.052708,25.170504,2.176945,0.381001,0.586482,1.865377,1.785715,0.700704,0.510512,1.460648,1.663658,3.536769,0.972232,0.780612,0.688777,3.036237,0.491449,0.937356,0.544753,2.474153,1.223243,1.681536,0.911248,0.416177,5.233755,0.961723,0.435639,0.652201,0.647835,3.416777,1.382209,1.93499,1.046499,2.515225,0.895537,Counselors,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"3 (2016): 177-
182.",2.389805,4.518602,15.872281,0.475305,1.281722,2.742757,6.541545,1.621223,0.674252,0.778571,1.937966,4.510439,1.621297,1.416923,1.838779,0.858266,2.973286,2.678259,1.652299,1.793411,10.008818,2.012499,0.839031,1.388125,4.428066,0.52834,1.026442,1.257374,0.305751,1.725233,3.213239,1.073557,0.782316,1.104098,1.226951,2.220455,0.857828,2.53278,3.792961,1.499147,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"9  Hassinger-Das, Brenna, Itai Palti, Roberta 
Michnick Golinkoff, and Kathy Hirsh-Pasek.",1.74031,6.143124,8.347299,1.445153,1.228345,5.249727,6.674963,2.061106,1.299266,1.243661,3.040466,3.076551,1.799954,0.727795,1.501382,1.203968,10.680171,1.215724,1.201859,1.994432,5.617622,1.435397,0.647087,1.36114,2.217058,2.180442,1.007624,1.515487,0.477029,3.052081,2.000644,0.520081,1.834863,1.733792,2.391737,3.511346,1.349382,3.001084,1.471127,0.799719,Individuals,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"“Urban Thinkscape: Infusing public spaces 
with STEM conversation and interaction 
opportunities.”",0.546774,4.822265,3.932517,1.150206,3.095381,4.142327,7.487841,0.460753,1.987149,0.529115,1.475968,1.341197,0.681164,1.605129,1.197324,2.665259,3.882579,1.287898,0.652758,1.6103,1.891455,0.758341,14.332244,0.935707,6.380111,0.927098,2.435274,3.030885,0.460614,3.036088,0.880967,2.16277,0.838725,1.719262,3.157136,2.743419,2.584802,0.616272,5.197121,1.357804,Municipalities and Cities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Journal of Cognition and 
Development  21, no.",1.862721,4.981184,19.148637,1.132128,1.59327,4.407559,9.163355,1.619479,0.332655,0.667059,2.269654,2.133045,0.893685,0.681462,1.399443,1.389264,7.254909,0.985618,1.641012,0.726295,6.292238,0.825674,0.962336,0.453892,2.519817,1.46353,1.296098,0.862982,0.367314,3.618218,1.528817,0.508392,0.667296,0.66934,4.867105,1.66963,1.189036,0.915532,4.126741,0.91358,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
1 (2020): 125-147.,2.159056,4.00213,13.549623,0.485207,1.967789,4.294371,7.804327,1.908664,0.538899,0.707337,2.436899,6.299373,1.321679,1.863709,1.793424,1.272686,3.588601,3.237149,2.583177,1.093054,6.000854,1.155746,0.928017,1.480109,4.864124,0.556328,1.453782,1.6719,0.46952,1.515069,2.452422,1.021173,0.774361,1.124151,2.464841,2.396539,0.967273,1.406244,2.988,1.402395,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"10  Bustamante, Andres S., Molly Schlesinger, 
Kreshnik Nasi Begolli, Roberta M. Golinkoff, 
Nabil Shahidi, Shekufeh Zonji, Cristina 
Riesen, Natalie Evans, and Kathy Hirsh-
Pasek. “",1.313463,4.818098,6.507805,1.650111,1.501162,3.605768,4.496349,1.720568,0.961419,1.017513,2.604763,2.3346,1.834258,0.683159,1.573891,1.003331,17.740589,1.113343,1.550451,1.783783,4.571204,1.52125,0.658816,1.631258,2.867576,2.341515,1.235679,1.336196,0.428897,5.084421,1.858999,0.486545,1.585625,1.575088,1.620205,3.416842,1.369657,3.758334,2.088844,0.748627,Individuals,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"More than just a game: Transforming 
social interaction and STEM play with 
Parkopolis.”",0.304039,3.300217,10.763061,1.024257,3.313893,4.602777,5.834928,0.519737,0.716005,0.611903,0.83789,3.607333,0.684359,1.274477,0.944001,1.015398,6.04999,1.844079,1.27039,0.795528,2.561171,0.831492,3.149901,1.087966,10.168517,2.44446,3.107102,1.235912,0.44613,2.031703,1.639411,1.129534,0.881603,1.115515,3.695732,1.990401,2.853618,1.556747,7.315934,1.442887,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Developmental Psychology  56, 
no.",1.135394,4.724185,20.460843,0.817399,2.153143,2.366053,18.283301,3.121069,0.29618,0.613719,1.835027,1.935491,0.694151,0.677407,1.533166,1.814644,4.008802,0.666318,1.092099,0.670138,3.350308,0.352563,0.864852,0.409352,2.163343,5.148928,1.829156,1.290809,0.506745,3.504661,0.8119,0.446866,0.4304,0.337392,2.916816,1.381946,1.437695,1.039331,2.117012,0.7614,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"6  (2020) : 1041-1056.EndnotesSCALING PLAYFUL LEARNING19
11  Hassinger-Das, Brenna, Jennifer M. Zosh, 
Nicole Hansen, Meghan Talarowski, Kate 
Zmich, Roberta Michnick Golinkoff, and 
Kathy Hirsh-Pasek. “",1.171945,5.752725,11.301298,1.112284,1.296095,4.23606,5.511677,1.198487,0.603346,0.86308,2.590153,3.560395,1.561944,0.731962,1.003663,1.223944,10.999619,1.476617,1.187509,1.24952,5.786501,1.430958,0.615853,1.357355,2.979097,1.860155,1.155843,1.081304,0.438129,3.040342,1.807827,0.513521,1.319263,1.440437,3.393476,3.101996,1.232717,4.251533,3.660319,0.901051,Books and Literature,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
